"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000193","GO:2000193","positive regulation of fatty acid transport","1/577","12/9364",0.534039091210726,0.869847605628551,0.779041050307193,"EDN1",1
"GO:2000637","GO:2000637","positive regulation of miRNA-mediated gene silencing","1/577","12/9364",0.534039091210726,0.869847605628551,0.779041050307193,"AJUBA",1
"GO:2001034","GO:2001034","positive regulation of double-strand break repair via nonhomologous end joining","1/577","12/9364",0.534039091210726,0.869847605628551,0.779041050307193,"SMCHD1",1
"GO:0006644","GO:0006644","phospholipid metabolic process","15/577","243/9364",0.53608319696362,0.871495580768481,0.780516987328326,"ABHD12/AGPAT4/AJUBA/ATM/CHP1/IMPA2/INPP4A/MBOAT2/MVK/PDGFRB/PIK3C2A/PLA2G7/PLCD1/PLEK/SYNJ2",15
"GO:0060260","GO:0060260","regulation of transcription initiation by RNA polymerase II","4/577","62/9364",0.536530035536877,0.871495580768481,0.780516987328326,"ERCC6/MED16/TAF13/TP53",4
"GO:1905954","GO:1905954","positive regulation of lipid localization","4/577","62/9364",0.536530035536877,0.871495580768481,0.780516987328326,"EDN1/EHD1/RXRA/SPP1",4
"GO:0043010","GO:0043010","camera-type eye development","10/577","161/9364",0.536780237348452,0.871495580768481,0.780516987328326,"CLIC4/CYP1B1/EGFR/FOXC1/JAG1/NECTIN1/PDGFRB/PPP1R13L/TFAP2A/TSKU",10
"GO:0051347","GO:0051347","positive regulation of transferase activity","17/577","276/9364",0.537424581059366,0.871495580768481,0.780516987328326,"ABL1/ARHGEF5/CCL19/CCR7/CD74/CDC20/CHI3L1/DAB2IP/EDN1/EGFR/FGFR3/LRRK2/PDGFC/PDGFRB/PTK2/PTPRC/TLR4",17
"GO:0044092","GO:0044092","negative regulation of molecular function","29/577","473/9364",0.540274259122059,0.871495580768481,0.780516987328326,"ABL1/ADAR/B2M/CARD8/CHP1/CMKLR1/CSNK1E/CYP1B1/DAB2IP/GADD45A/GPRC5A/HSPB1/ID2/LAX1/LRRK2/MDFI/NLRP3/PTK6/PTPRC/PTPRF/SERPINA3/SERPINB4/SERPING1/SFN/SLPI/SPI1/TESK1/TP53/YWHAG",29
"GO:0006516","GO:0006516","glycoprotein catabolic process","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"EDEM3/FBXO2",2
"GO:0010762","GO:0010762","regulation of fibroblast migration","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"PTK2/ZEB2",2
"GO:0010799","GO:0010799","regulation of peptidyl-threonine phosphorylation","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"APP/CHI3L1",2
"GO:0016266","GO:0016266","O-glycan processing","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"B3GNT5/GALNT3",2
"GO:0033028","GO:0033028","myeloid cell apoptotic process","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"KITLG/LIPA",2
"GO:0046825","GO:0046825","regulation of protein export from nucleus","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"PTPN14/SFN",2
"GO:0090317","GO:0090317","negative regulation of intracellular protein transport","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"CHP1/LRRK2",2
"GO:0097120","GO:0097120","receptor localization to synapse","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"STX7/TYROBP",2
"GO:1900181","GO:1900181","negative regulation of protein localization to nucleus","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"CHP1/POLR1A",2
"GO:1905168","GO:1905168","positive regulation of double-strand break repair via homologous recombination","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"ERCC6/MORF4L2",2
"GO:1990000","GO:1990000","amyloid fibril formation","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"APP/B2M",2
"GO:2000008","GO:2000008","regulation of protein localization to cell surface","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"CD247/TYROBP",2
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","2/577","29/9364",0.541110907953049,0.871495580768481,0.780516987328326,"ABL1/ICAM1",2
"GO:0051607","GO:0051607","defense response to virus","15/577","244/9364",0.542669178198398,0.871495580768481,0.780516987328326,"ADAR/APOBEC3F/ATG7/CARD8/CXCL9/F2RL1/FGL2/GBP1/GBP5/PTPRC/SKP2/TLR8/TRIM22/UNC93B1/ZDHHC12",15
"GO:0140546","GO:0140546","defense response to symbiont","15/577","244/9364",0.542669178198398,0.871495580768481,0.780516987328326,"ADAR/APOBEC3F/ATG7/CARD8/CXCL9/F2RL1/FGL2/GBP1/GBP5/PTPRC/SKP2/TLR8/TRIM22/UNC93B1/ZDHHC12",15
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","24/577","392/9364",0.544586872147458,0.871495580768481,0.780516987328326,"ABL1/APP/ARHGEF5/BIRC5/CCL19/CCR7/CD74/CHI3L1/DAB2IP/EDN1/EGFR/FGFR3/HBEGF/KITLG/LRRK2/PDGFC/PDGFRB/PTK2/PTK6/PTPRC/TESK1/TGFA/TLR4/TP53",24
"GO:0015850","GO:0015850","organic hydroxy compound transport","8/577","129/9364",0.545023696888102,0.871495580768481,0.780516987328326,"EMB/LIPA/RXRA/SLC19A2/SLC5A1/SPP1/SYT7/TSKU",8
"GO:0003151","GO:0003151","outflow tract morphogenesis","3/577","46/9364",0.545459768974675,0.871495580768481,0.780516987328326,"EDN1/FOXC1/JAG1",3
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","3/577","46/9364",0.545459768974675,0.871495580768481,0.780516987328326,"CARD8/SPI1/TLR4",3
"GO:0043470","GO:0043470","regulation of carbohydrate catabolic process","3/577","46/9364",0.545459768974675,0.871495580768481,0.780516987328326,"APP/PPP1CB/TP53",3
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","3/577","46/9364",0.545459768974675,0.871495580768481,0.780516987328326,"CD74/JAK3/TP53",3
"GO:0006694","GO:0006694","steroid biosynthetic process","6/577","96/9364",0.546135953422426,0.871495580768481,0.780516987328326,"ASAH1/CYB5R2/CYP27A1/EBP/LIPA/MVK",6
"GO:0007519","GO:0007519","skeletal muscle tissue development","6/577","96/9364",0.546135953422426,0.871495580768481,0.780516987328326,"FLNB/HOXD9/KLF5/NIBAN2/PLEC/VAMP5",6
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","6/577","96/9364",0.546135953422426,0.871495580768481,0.780516987328326,"CD109/GIPC1/HTRA1/ITGA3/TP53/ZEB2",6
"GO:0035710","GO:0035710","CD4-positive, alpha-beta T cell activation","6/577","96/9364",0.546135953422426,0.871495580768481,0.780516987328326,"CCL19/IL4R/JAK3/LY9/NLRP3/RC3H1",6
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","6/577","96/9364",0.546135953422426,0.871495580768481,0.780516987328326,"CDC20/CSNK1E/DAB2IP/LRRK2/PSMC3/SH3RF2",6
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","18/577","294/9364",0.547107673335735,0.871495580768481,0.780516987328326,"ABL1/AJUBA/ARHGEF5/ATM/CARD8/CCR7/CDC42EP1/CTTN/DAB2IP/FBLIM1/GBP5/LCP1/PLEK/TLR4/TMOD3/TP53/ULK1/ZDHHC12",18
"GO:0046486","GO:0046486","glycerolipid metabolic process","15/577","245/9364",0.549225494887644,0.871495580768481,0.780516987328326,"ABHD12/AGPAT4/AJUBA/ATM/IMPA2/INPP4A/LIPA/LPIN2/MBOAT2/PDGFRB/PIK3C2A/PLA2G7/PLCD1/PLEK/SYNJ2",15
"GO:0045471","GO:0045471","response to ethanol","4/577","63/9364",0.549366777623032,0.871495580768481,0.780516987328326,"CLDN1/CYBB/S100A8/TNC",4
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","4/577","63/9364",0.549366777623032,0.871495580768481,0.780516987328326,"ABL1/CXCL9/MS4A1/PDGFRB",4
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","7/577","113/9364",0.550203065152914,0.871495580768481,0.780516987328326,"DAB2IP/DLG5/EDN1/FOXC1/JAG1/PTK2/SFRP1",7
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","7/577","113/9364",0.550203065152914,0.871495580768481,0.780516987328326,"APP/ATM/NABP2/PKMYT1/RBBP8/SKP2/TP53",7
"GO:0007292","GO:0007292","female gamete generation","5/577","80/9364",0.553011364197424,0.871495580768481,0.780516987328326,"ATM/BNC1/EDN1/FOSL1/MMP2",5
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","5/577","80/9364",0.553011364197424,0.871495580768481,0.780516987328326,"ATM/CD74/KAT6A/MUC1/TP53",5
"GO:0043087","GO:0043087","regulation of GTPase activity","13/577","213/9364",0.555842481486001,0.871495580768481,0.780516987328326,"ARHGAP9/ARHGEF5/CCL19/CCR7/DAB2IP/DOCK6/F2RL1/GPR65/ITGA6/LRRK2/PTK2/S100A10/SFRP1",13
"GO:0009416","GO:0009416","response to light stimulus","11/577","180/9364",0.556328539655924,0.871495580768481,0.780516987328326,"APP/B4GALT2/EGFR/ERCC6/ID2/MAPK13/MME/MMP2/PCLAF/PPP1CB/TP53",11
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","6/577","97/9364",0.556446370163931,0.871495580768481,0.780516987328326,"AHNAK/APP/CHP1/CTSS/EDN1/SLMAP",6
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","6/577","97/9364",0.556446370163931,0.871495580768481,0.780516987328326,"CD109/GIPC1/HTRA1/ITGA3/TP53/ZEB2",6
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","9/577","147/9364",0.55745258542764,0.871495580768481,0.780516987328326,"ATM/BIRC5/CDC20/ERCC6/MUC1/NABP2/RBBP8/TP53/ZWINT",9
"GO:0002369","GO:0002369","T cell cytokine production","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"B2M/NLRP3",2
"GO:0002701","GO:0002701","negative regulation of production of molecular mediator of immune response","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"FCRL3/JAK3",2
"GO:0002724","GO:0002724","regulation of T cell cytokine production","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"B2M/NLRP3",2
"GO:0006739","GO:0006739","NADP metabolic process","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"DERA/TP53",2
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"ADK/UPP1",2
"GO:0016242","GO:0016242","negative regulation of macroautophagy","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"LRRK2/TP53",2
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"FGFR3/PTK6",2
"GO:0043388","GO:0043388","positive regulation of DNA binding","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"FOXC1/NIBAN2",2
"GO:0043618","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"MUC1/TP53",2
"GO:0061383","GO:0061383","trabecula morphogenesis","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"MMP2/SFRP1",2
"GO:1990089","GO:1990089","response to nerve growth factor","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"CSNK1E/EHD1",2
"GO:1990090","GO:1990090","cellular response to nerve growth factor stimulus","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"CSNK1E/EHD1",2
"GO:2000378","GO:2000378","negative regulation of reactive oxygen species metabolic process","2/577","30/9364",0.559696902135286,0.871495580768481,0.780516987328326,"TFAP2A/TP53",2
"GO:0046883","GO:0046883","regulation of hormone secretion","7/577","114/9364",0.559703806748735,0.871495580768481,0.780516987328326,"CD38/EDN1/F2RL1/GJA1/SFRP1/SPP1/SYT7",7
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","3/577","47/9364",0.560247243623453,0.871495580768481,0.780516987328326,"CD74/EDN1/LAPTM5",3
"GO:0030500","GO:0030500","regulation of bone mineralization","3/577","47/9364",0.560247243623453,0.871495580768481,0.780516987328326,"RXRA/SRGN/TFAP2A",3
"GO:0032370","GO:0032370","positive regulation of lipid transport","3/577","47/9364",0.560247243623453,0.871495580768481,0.780516987328326,"EDN1/RXRA/SPP1",3
"GO:0033059","GO:0033059","cellular pigmentation","3/577","47/9364",0.560247243623453,0.871495580768481,0.780516987328326,"CD63/KIF13A/ZEB2",3
"GO:0051123","GO:0051123","RNA polymerase II preinitiation complex assembly","3/577","47/9364",0.560247243623453,0.871495580768481,0.780516987328326,"MED16/TAF13/TP53",3
"GO:0070231","GO:0070231","T cell apoptotic process","3/577","47/9364",0.560247243623453,0.871495580768481,0.780516987328326,"JAK3/LIPA/TP53",3
"GO:0006664","GO:0006664","glycolipid metabolic process","4/577","64/9364",0.56201499170478,0.871495580768481,0.780516987328326,"B3GNT5/FUCA1/HEXA/NAGA",4
"GO:0032418","GO:0032418","lysosome localization","4/577","64/9364",0.56201499170478,0.871495580768481,0.780516987328326,"CD84/IL4R/PTGDS/SNAP23",4
"GO:1990849","GO:1990849","vacuolar localization","4/577","64/9364",0.56201499170478,0.871495580768481,0.780516987328326,"CD84/IL4R/PTGDS/SNAP23",4
"GO:0001709","GO:0001709","cell fate determination","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"JAG1",1
"GO:0001832","GO:0001832","blastocyst growth","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"GINS1",1
"GO:0002467","GO:0002467","germinal center formation","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"RC3H1",1
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"B2M",1
"GO:0006825","GO:0006825","copper ion transport","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"ATOX1",1
"GO:0007205","GO:0007205","protein kinase C-activating G protein-coupled receptor signaling pathway","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"EDN1",1
"GO:0007218","GO:0007218","neuropeptide signaling pathway","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"PCSK1N",1
"GO:0009220","GO:0009220","pyrimidine ribonucleotide biosynthetic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"UPP1",1
"GO:0009223","GO:0009223","pyrimidine deoxyribonucleotide catabolic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"UPP1",1
"GO:0010526","GO:0010526","retrotransposon silencing","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"APOBEC3F",1
"GO:0010623","GO:0010623","programmed cell death involved in cell development","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"KITLG",1
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"ITGA2",1
"GO:0016540","GO:0016540","protein autoprocessing","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"OMA1",1
"GO:0017158","GO:0017158","regulation of calcium ion-dependent exocytosis","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"SYT7",1
"GO:0030206","GO:0030206","chondroitin sulfate biosynthetic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"CHPF",1
"GO:0031054","GO:0031054","pre-miRNA processing","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"ADAR",1
"GO:0031646","GO:0031646","positive regulation of nervous system process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"ITGA2",1
"GO:0032528","GO:0032528","microvillus organization","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"KLF5",1
"GO:0033005","GO:0033005","positive regulation of mast cell activation","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"IL4R",1
"GO:0033033","GO:0033033","negative regulation of myeloid cell apoptotic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"KITLG",1
"GO:0034368","GO:0034368","protein-lipid complex remodeling","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"PLA2G7",1
"GO:0034369","GO:0034369","plasma lipoprotein particle remodeling","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"PLA2G7",1
"GO:0035036","GO:0035036","sperm-egg recognition","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"CD9",1
"GO:0035795","GO:0035795","negative regulation of mitochondrial membrane permeability","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"BCL2L2",1
"GO:0035929","GO:0035929","steroid hormone secretion","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"SPP1",1
"GO:0035988","GO:0035988","chondrocyte proliferation","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"FGFR3",1
"GO:0042339","GO:0042339","keratan sulfate metabolic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"GNS",1
"GO:0042537","GO:0042537","benzene-containing compound metabolic process","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"CYP1B1",1
"GO:0042994","GO:0042994","cytoplasmic sequestering of transcription factor","1/577","13/9364",0.562787962507926,0.871495580768481,0.780516987328326,"MDFI",1
